DAQ Chan	ADC Name	ADC Chan	Chan Name
1228	grifadc164	12	SHQ14DN09X
1229	grifadc164	13	SHQ14DN11X
1230	grifadc164	14	SHQ14DN13X
1231	grifadc164	15	SHQ14DN15X
1232	grifadc164	0	SHQ15DP00X
1233	grifadc164	1	SHQ15DP02X
1234	grifadc164	2	SHQ15DP04X
1235	grifadc164	3	SHQ15DP06X
1236	grifadc164	4	SHQ15DP08X
1237	grifadc164	5	SHQ15DP10X
1238	grifadc164	6	SHQ15DP12X
1239	grifadc164	7	SHQ15DP14X
1240	grifadc164	8	SHQ15DP01X
1241	grifadc164	9	SHQ15DP03X
1242	grifadc164	10	SHQ15DP05X
1243	grifadc164	11	SHQ15DP07X
1244	grifadc164	12	SHQ15DP09X
1245	grifadc164	13	SHQ15DP11X
1246	grifadc164	14	SHQ15DP13X
1247	grifadc164	15	SHQ15DP15X
1248	grifadc165	0	SHQ15DN00X
1249	grifadc165	1	SHQ15DN02X
1250	grifadc165	2	SHQ15DN04X
1251	grifadc165	3	SHQ15DN06X
1252	grifadc165	4	SHQ15DN08X
1253	grifadc165	5	SHQ15DN10X
1254	grifadc165	6	SHQ15DN12X
1255	grifadc165	7	SHQ15DN14X
1256	grifadc165	8	SHQ15DN01X
1257	grifadc165	9	SHQ15DN03X
1258	grifadc165	10	SHQ15DN05X
1259	grifadc165	11	SHQ15DN07X
1260	grifadc165	12	SHQ15DN09X
1261	grifadc165	13	SHQ15DN11X
1262	grifadc165	14	SHQ15DN13X
1263	grifadc165	15	SHQ15DN15X
1264	grifadc165	0	SHQ15DN16X
1265	grifadc165	1	SHQ15DN17X
1266	grifadc165	2	SHQ15DN18X
1267	grifadc165	3	SHQ15DN19X
1268	grifadc165	4	SHQ15DN20X
1269	grifadc165	5	SHQ15DN21X
1270	grifadc165	6	SHQ15DN22X
1271	grifadc165	7	SHQ15DN23X
1272	grifadc165	8	SHQ16DN16X
1273	grifadc165	9	SHQ16DN17X
1274	grifadc165	10	SHQ16DN18X
1275	grifadc165	11	SHQ16DN19X
1276	grifadc165	12	SHQ16DN20X
1277	grifadc165	13	SHQ16DN21X
1278	grifadc165	14	SHQ16DN22X
1279	grifadc165	15	SHQ16DN23X
1280	grifadc166	0	SHQ16DP00X
1281	grifadc166	1	SHQ16DP02X
1282	grifadc166	2	SHQ16DP04X
1283	grifadc166	3	SHQ16DP06X
1284	grifadc166	4	SHQ16DP08X
1285	grifadc166	5	SHQ16DP10X
1286	grifadc166	6	SHQ16DP12X
1287	grifadc166	7	SHQ16DP14X
1288	grifadc166	8	SHQ16DP01X
1289	grifadc166	9	SHQ16DP03X
1290	grifadc166	10	SHQ16DP05X
1291	grifadc166	11	SHQ16DP07X
1292	grifadc166	12	SHQ16DP09X
1293	grifadc166	13	SHQ16DP11X
1294	grifadc166	14	SHQ16DP13X
1295	grifadc166	15	SHQ16DP15X
1296	grifadc166	0	SHQ16DN00X
1297	grifadc166	1	SHQ16DN02X
1298	grifadc166	2	SHQ16DN04X
1299	grifadc166	3	SHQ16DN06X
1300	grifadc166	4	SHQ16DN08X
1301	grifadc166	5	SHQ16DN10X
1302	grifadc166	6	SHQ16DN12X
1303	grifadc166	7	SHQ16DN14X
1304	grifadc166	8	SHQ16DN01X
1305	grifadc166	9	SHQ16DN03X
1306	grifadc166	10	SHQ16DN05X
1307	grifadc166	11	SHQ16DN07X
1308	grifadc166	12	SHQ16DN09X
1309	grifadc166	13	SHQ16DN11X
1310	grifadc166	14	SHQ16DN13X
1311	grifadc166	15	SHQ16DN15X
1312	grifadc170	0	SHB12DP00X
1313	grifadc170	1	SHB12DP02X
1314	grifadc170	2	SHB12DP04X
1315	grifadc170	3	SHB12DP06X
1316	grifadc170	4	SHB12DP08X
1317	grifadc170	5	SHB12DP10X
1318	grifadc170	6	SHB12DP12X
1319	grifadc170	7	SHB12DP14X
1320	grifadc170	8	SHB12DP01X
1321	grifadc170	9	SHB12DP03X
1322	grifadc170	10	SHB12DP05X
1323	grifadc170	11	SHB12DP07X
1324	grifadc170	12	SHB12DP09X
1325	grifadc170	13	SHB12DP11X
1326	grifadc170	14	SHB12DP13X
1327	grifadc170	15	SHB12DP15X
1328	grifadc170	0	SHB12DP16X
1329	grifadc170	1	SHB12DP17X
1330	grifadc170	2	SHB12DP18X
1331	grifadc170	3	SHB12DP19X
1332	grifadc170	4	SHB12DP20X
1333	grifadc170	5	SHB12DP21X
1334	grifadc170	6	SHB12DP22X
1335	grifadc170	7	SHB12DP23X
1336	grifadc170	8	SHB09DP16X
1337	grifadc170	9	SHB09DP17X
1338	grifadc170	10	SHB09DP18X
1339	grifadc170	11	SHB09DP19X
1340	grifadc170	12	SHB09DP20X
1341	grifadc170	13	SHB09DP21X
1342	grifadc170	14	SHB09DP22X
1343	grifadc170	15	SHB09DP23X
1344	grifadc173	0	SHB12DN00X
1345	grifadc173	1	SHB12DN02X
